Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
"iPad Mini 6th(2021) model, Purple Wifi-Cellular Unlocked",,$899,QR Code Link to This Post    Brand New Sealed IPad Mini 6th Gen purple 64gb WiFi-Cellular Unlocked. show contact info,"['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPad Mini 6th Gen, 64gb Purple', 'size / dimensions: 8.3”']",post id: 7412732592,posted: 2021-11-26 00:14,,do NOT contact me with unsolicited services or offers,https://palmsprings.craigslist.org/mob/d/rancho-mirage-ipad-mini-6th2021-model/7412732592.html
*** OTTERBOX Drybox 1000 waterproof case, (Irvine),$10,"QR Code Link to This Post   * Waterproof to 100 ft.  * Clear transparent color  * Keeps content Protected  * Protect Keys, Cards, IDs,   * Lifetime Warranty  Size (Int.): 3.7"" X 2.3"" X 1.0"" / (Ext): 4.8"" X 3.6"" X 1.6""","['condition: like new', 'make / manufacturer: OtterBox', 'mobile OS: other', 'model name / number: 1000 series']",post id: 7408129727,posted: 2021-11-15 00:00,updated: 2021-11-26 00:03,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/irvine-otterbox-drybox-1000-waterproof/7408129727.html
*** LIKE NEW SAMSUNG S10 5G Black Case, (Irvine),$5,QR Code Link to This Post   Like new item  Fits SAMSUNG S10 5G phone  Black Carbon Fiber design  AIR BAGS at all 4 corners,"['condition: like new', 'mobile OS: android']",post id: 7409936513,posted: 2021-11-19 00:20,updated: 2021-11-26 00:01,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/irvine-like-new-samsung-s10-5g-black/7409936513.html
*** NEW Magnetic Phone Grip, (Irvine),$15,"QR Code Link to This Post   NEW, in Factory Sealed Box - Magnetic (has 20 magnets): STICKS TO GYM EQUIPMENT, FRIDGES, AND MORE.  BLACK COLOR with ORANGE ACCENTS.  Oh Snap Grip is the ultra-thin phone grip & stand. It’s magnetic, fits every phone, and is compatible with their wireless charger.  The Ohsnap Grip is compatible with almost every phone (Android and APPLE)! Ohsnap will simply stick to most phones without a problem. This new version of the grip features a stronger adhesive that sticks to almost anything!  Ohsnap works with most cases! If your case is flat and is made of a hard material, it should stick just fine, though it may have issues sticking if your case has ridges or lots of texture. If you can easily squish your case into the palm of your hand, it is likely Ohsnap will not stick. Ohsnap works with most cases made of plastic, TPU, leather, carbon fiber, etc. but WILL NOT stick to silicone cases.","['condition: new', 'make / manufacturer: OhSnap', 'mobile OS: apple iOS', 'model name / number: Grip']",post id: 7405489482,posted: 2021-11-09 00:09,updated: 2021-11-26 00:00,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/irvine-new-magnetic-phone-grip/7405489482.html
*** NEW/UNLOCKED ZmBIZI Z1 Smartphone, (Irvine),$200,"QR Code Link to This Post   NEW, FACTORY SEALED in Original Box  Get Paid To Use Your Phone  Earn points anywhere, by using the Z1 the same way you would use any other phone. Except this time we actually pay you for it.  What's in the box?  * ZmBIZI Dual SIM Phone (unlocked) * Wired earbuds * Power adapter with USB C charging cable * Transparent protective plastic back cover * Tempered Gorilla glass screen protector","['condition: new', 'make / manufacturer: ZmBIZI', 'mobile OS: android', 'model name / number: Z1', 'size / dimensions: 6.23 inch screen']",post id: 7411365976,posted: 2021-11-22 09:50,updated: 2021-11-26 00:00,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/irvine-new-unlocked-zmbizi-z1-smartphone/7411365976.html
*** NEW/UNLOCKED ZmBIZI Z1 Smartphone, (Irvine),$200,"QR Code Link to This Post   NEW, FACTORY SEALED in Original Box  Get Paid To Use Your Phone  Earn points anywhere, by using the Z1 the same way you would use any other phone. Except this time we actually pay you for it.  What's in the box?  * ZmBIZI Dual SIM Phone (unlocked) * Wired earbuds * Power adapter with USB C charging cable * Transparent protective plastic back cover * Tempered Gorilla glass screen protector","['condition: new', 'make / manufacturer: ZmBIZI', 'mobile OS: android', 'model name / number: Z1', 'size / dimensions: 6.23 inch screen']",post id: 7411365055,posted: 2021-11-22 09:48,updated: 2021-11-26 00:00,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/irvine-new-unlocked-zmbizi-z1-smartphone/7411365055.html
IPhone 6 Apple, (Los Angeles),$100,QR Code Link to This Post   IPhone 6. Doesn’t work. No scratches. Great for parts.,"['condition: salvage', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: A1586']",post id: 7407835990,posted: 2021-11-14 08:20,updated: 2021-11-25 23:55,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-iphone-apple/7407835990.html
IPhone 6 Apple, (Los Angeles),$100,QR Code Link to This Post   IPhone 6. Doesn’t work. No scratches. Great for parts.,"['condition: salvage', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: A1586']",post id: 7405487007,posted: 2021-11-08 23:31,updated: 2021-11-25 23:54,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-iphone-apple/7405487007.html
Blackberry bold 9700, (Los Angeles),$90,QR Code Link to This Post   Blackberry bold 9700. No scratches. Works great. Charger included.,"['condition: excellent', 'make / manufacturer: Blackberry', 'mobile OS: blackberry', 'model name / number: 9700']",post id: 7405319836,posted: 2021-11-08 13:23,updated: 2021-11-25 23:53,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-blackberry-bold-9700/7405319836.html
iPhone Model A1456 and A1303, (Santa Ana),$20,"QR Code Link to This Post   Include PHONE number when you answer my ad please. thx  iPhone, white, A1456, i don't have charger so i don't know if it is good, small chip in screen and a Model A1303 for parts...only $20 for both.  Swap for   musical gear too.  Please type your phone number in your answer so i can get back to you.",['mobile OS: apple iOS'],post id: 7405879616,posted: 2021-11-09 17:35,updated: 2021-11-25 23:39,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/iphone-model-a1456-and-a1303/7405879616.html
iPhone SE 2020 sim-free model, (SAN DIEGO),$250,"QR Code Link to This Post   iPhone SE 2020 (2nd generation model) Capacity: 64GB Color: White Carrier: Sim-free ""connect on your own"" version, unlocked Condition: Like new perfect, well protected by case. No scratches or marks.   Comes with original box, charging block and cable, new unused headset (I use air-pod), and transparent protect case.","['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone SE 2020']",post id: 7408072649,posted: 2021-11-14 17:58,updated: 2021-11-25 23:13,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-se-2020-sim-free-model/7408072649.html
"Iphone 4, Black, Verizon, Excellent Cond with box", (Northridge),$10,"QR Code Link to This Post   Iphone 4, Black, Verizon, with box, Excellent Cond","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7411645632,posted: 2021-11-22 23:03,updated: 2021-11-25 23:13,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/chatsworth-iphone-black-verizon/7411645632.html
"All In One Brother Printer, Copier, Scanner, and Fax +4 Ink Cartridges", (Los Angeles),$99,"QR Code Link to This Post   Hello Craigslist, I bought this top-of-the-line (fully loaded) All in One Brother Printer + Fax + Copier + Scanner Brand New for $360 + Tax and $54 for a double set of black and colors ink cartridges.  Compatible wirelessly with any cell phone or device.   Only $99 for all due to a financial emergency.  Please call or text my cell phone at:  1(323)__8eight_____7seven_____7seven_____7seven_____7seven_____7seven_____2two","['condition: like new', 'make / manufacturer: Brother All In One Printer!', 'mobile OS: apple iOS', 'model name / number: MFC-J480DW all-in-one printer']",post id: 7405835984,posted: 2021-11-09 15:36,updated: 2021-11-25 23:10,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-all-in-one-brother-printer/7405835984.html
Motorola G7 Play - 32GB - BOOST Mobile, (SAN DIEGO),$30,QR Code Link to This Post   Used for 1 hour. New.  Firm price. Good as a temporary phone till you buy a new one.,['mobile OS: android'],post id: 7408564373,posted: 2021-11-15 19:50,updated: 2021-11-25 23:06,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-motorola-g7-play-32gb-boost/7408564373.html
New Cell Phone - Moto Z Play,,$159,"QR Code Link to This Post   Never used, Still in box. (Compare at Amazon $299).  Phone is unlocked. Includes: Moto Z Play droid 4G LTE SIM (Pre-installed) Wall/USB-C 15W Fast Charger Screen Protector  4 Available.  Get all 4 for $500!","['condition: new', 'make / manufacturer: Motorola / Verizon', 'mobile OS: android', 'model name / number: Moto Z PLAY - 32Gig, 4G LTE']",post id: 7412728333,posted: 2021-11-25 23:04,updated: 2021-11-25 23:18,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-new-cell-phone-moto-play/7412728333.html
iPhone 6s Plus Bundle, (North Hollywood),$400,"QR Code Link to This Post   16GB Silver iPhone 6s Plus, T-Mobile, in good working condition, no scratches on the screen (has screen protector on) comes with original box, chargers, stand, earbuds, phone cases & extra screen protectors. Please E-Mail Me if Interested","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 6s Plus']",post id: 7410753063,posted: 2021-11-20 17:32,updated: 2021-11-25 22:54,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-iphone-6s-plus-bundle/7410753063.html
BRAND NEW CELLPHONE - Verizon, (WESTMINSTER),$115,"QR Code Link to This Post   *Price firm*  Brand new, still in box. Never used. Big screen 6.2"" HD+  32GB 3500mAh battery Smartphone 1.8Ghz Octacore CPU Expandable memory up to 512GB 4G LTE SIM included Motorola Moto E USB Charger included  Selling because I'm getting a different one   Text or call 657and250and5778","['condition: new', 'mobile OS: android']",post id: 7412727356,posted: 2021-11-25 22:53,updated: 2021-11-27 13:27,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/westminster-brand-new-cellphone-verizon/7412727356.html
"Iphone XR 128GB Factory Unlocked, box, case, accessories, Screen Crack", (Costa Mesa),$250,"QR Code Link to This Post   I am selling a 128gb, unlocked, Iphone XR, Model Number A1984 (CDMA + GSM).  Included are the original box with original charger, headphones, a screen protector and a case.  The phone works perfectly.  The phone was purchased directly from apple by me in May 2019 unlocked for use on any carrier.  It has had a screen protector and been in a case since day 1.  Unfortunately, the screen cracked from the corner all the way across the screen.  The phone is in great condition otherwise with no damage to back of phone or camera.  If you were to replace the screen it would be like new.  Damage description: The screen has a two cracks that start in the lower left corner that go across the entire screen.  They do not affect functionality or go in front of the camera.  They are pretty thin, but noticeable.  There is also some scuff from the crack origin on the lower left corner.  The pictures should capture all of the damage.  I prefer face to face cash transfer.  I will not ship.  If you want any more pictures, just let me know.  I tried to get pictures of the crack, but because of how thin it is, it doesn't show up unless you tilt the phone.","['condition: fair', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Apple iPhone XR']",post id: 7412717376,posted: 2021-11-25 21:08,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/costa-mesa-iphone-xr-128gb-factory/7412717376.html
Unlocked Apple Iphone 7+ 256gb, (Buena Park),$200,"QR Code Link to This Post   Unlocked (can you used with GSM networks like T-Mobile or Verizon) Iphone 7+ 256gb Black with original box, and adapter.   Phone body has some wear and tear marks but nothing affecting screen or phone performance.  Screen is still in perfect condition No shipping or deliveries.  Only serious inquiries please $200","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7412726940,posted: 2021-11-25 22:47,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/buena-park-unlocked-apple-iphone-256gb/7412726940.html
Iphone box, (Buena Park),$20,QR Code Link to This Post   Its only box  Iphone 6 plus Iphone 6 Iphone 5s Iphone 5  Please text me 2onethree 7eight5 4foursixtwo,"['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Iphone']",post id: 7411101702,posted: 2021-11-21 15:55,updated: 2021-11-25 22:40,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/buena-park-iphone-box/7411101702.html
iphone 8 space gray unlocked, (Buena Park),$200,QR Code Link to This Post   Im selling my iphone 8 64gb space gray mint conditions.  No cracks no dents and not refurbished.  You can use any carriers (tmobile/att/verizon or any other prepaid company)  Please text me 2onethree Seven8five Fourfour6two,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Iphone 8']",post id: 7411130009,posted: 2021-11-21 17:28,updated: 2021-11-25 22:40,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/buena-park-iphone-space-gray-unlocked/7411130009.html
iPhone Screen Protector, (Los Angeles),$5,"QR Code Link to This Post   iPhone Screen Protector iPhone Xs/X/11 Pro (5.8)  Box Content:  Tempered Glass Screen Protectors Alcohol Cleaning Wipe Dry Wipe Cloth Dust-Absorber Sticker Guide Stickers x 2 Installation Instruction Manual Warranty Card Installation Frame  If interested please call or text! Serious inquiries only, please... Don't ask me if this is still available If the item is sold the post will be deleted","['condition: new', 'mobile OS: apple iOS']",post id: 7403293275,posted: 2021-11-04 02:18,updated: 2021-11-25 22:34,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/los-angeles-iphone-screen-protector/7403293275.html
Copy Apartment RFID Security Access Card & Fob, (Los Angeles),$40,"QR Code Link to This Post   We copy / duplicate your RFID security access card and fob found in apartments, office buildings, condos and parking systems. Most popular brands we copy are HID, Indala, Rosslare, Kantech ioProx, Awid, Mircom,Farpointe Pyramid, Keri, DKProx, Schlage iButton, Mifare Classic, Miwa, Salto and many more. Text us a picture of your keycard or fob and will tell you if it can be copied. We also copy your garage remote and the RFID portion of garage remotes. If you have a garage remote that also opens building doors or elevators your remote has a RFID chip inside that we can copy to a smaller key fob. We can copy some cards/fobs/remotes via serial number only no need to mail us your card/fob/remote. Check out xlonemycard.com/shop. We are a mobile service covering all of Los Angeles. We come to you. Order online for Kantech ioProx, Awid & Mircom fobs/cards. Call/Text anytime for questions. Text us on the number provided in the picture.   WE DO NOT COPY ANY CAR REMOTES!     Keywords: Key Card, Key Copy, Locksmith, Duplicate Key, Key Fob Copy, Key Card Copy, Clone Key, Clone Card, Clone Key Fob, HID, Awid, Indala, Rosslare, Farpointe Pyramid, DoorKing, Keri, DKProx, Kantech ioProx, Apartment, Condo, AirBnB, Downtown, Key Duplicating Service",['mobile OS: other'],post id: 7412715003,posted: 2021-11-25 20:48,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-copy-apartment-rfid/7412715003.html
